id,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
1451,6.3,102.0,8.841328,14.333333333333336,4.666666666666667,30.61252,11.634466666666668,2.7466666666666666,1.7700000000000002,0.9666666666666668,0.4795066666666667,1.24952
1452,3.5,240.0,18.20623425,4.275862068965517,3.1724137931034484,0.01078447368421,12.27828448275862,2.227877984084881,1.5432758620689655,0.5075862068965517,0.6161310344827587,0.0222
1453,6.3,100.0,7.900992,10.0,4.8,20.53109824999999,11.14446,2.8240000000000003,1.6869999999999998,0.8320000000000001,0.4991960000000001,0.93396
1454,3.5,108.0,3.883996,7.92,4.16,15.69310028,12.046624,2.68,1.592,0.7487999999999999,0.611805,0.5852
1455,1.5,379.7,23.392140000000005,8.130620985010706,3.859070464767616,16.492666686656673,12.080810194902549,2.7162968515742127,1.4434332833583208,0.6779610194902549,0.6442256521739131,0.11548
1456,6.0,100.0,8.885992,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.492719,1.10889
1457,3.8,30.0,2.3341635000000003,6.666666666666668,4.0,13.46149333333333,11.9482,2.8266666666666667,1.6666666666666663,0.8933333333333332,0.4830383333333333,1.47116
1458,6.0,100.0,0.8147992000000001,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.75249
1459,5.5,50.0,4.073996,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.8148
1460,3.8,105.0,5.203996,10.0,5.0,20.9941265318,11.288,2.81,1.7400000000000002,0.86,0.49282,1.42326
1461,6.0,220.0,41.181992,24.444444444444446,4.666666666666667,56.98088711111112,11.634466666666668,2.83,1.83,1.12,0.4747266666666667,2.96536
1462,2.8,144.0,23.0,48.0,2.6666666666666665,114.44546666666668,9.65936,2.33,1.9433333333333327,1.3633333333333333,0.4488266666666667,5.07766
1463,6.3,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.75585
1464,7.5,80.0,7.734660000000001,10.0,4.0,20.255278375,10.857175,2.745,1.625,0.8525,0.495275,0.73461
1465,2.3,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.94022
1466,6.0,58.0,11.202328,19.33333333333333,4.666666666666667,41.99652,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,1.79459
1467,2.0,114.0,17.921332000000003,42.8,3.8,102.82756,9.1302,2.352,1.8200000000000005,1.104,0.475566,5.20133
1468,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,1.37165
1469,6.0,113.0,13.477328,11.3,4.5,23.099694928,11.10535,2.72,1.732,0.8959999999999999,0.481478,1.07245
1470,6.0,58.0,4.5453280000000005,9.5,4.166666666666667,19.240395713333328,10.711958333333332,2.4891666666666663,1.7183333333333335,0.99,0.4948558333333333,0.82747
1471,6.3,114.0,7.143328,18.0,4.571428571428571,40.689515,11.587057142857144,2.225714285714285,1.9085714285714288,1.13,0.4767116666666666,1.3702
1472,6.8,80.0,17.053984,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8925,0.492723125,0.82747
1473,3.8,131.0,27.179328,21.91666666666667,4.666666666666667,50.23602,11.234699999999998,2.736666666666667,1.768333333333333,0.98,0.4758883333333334,4.49372
1474,5.5,84.0,10.507072,12.0,4.0,24.808518,10.2719,2.445,1.875,1.02,0.498984,1.92725
1475,3.8,50.0,4.073996,10.0,4.8,20.213348778,11.79886,2.7030000000000003,1.648,0.892,0.498984,0.75249
1476,2.3,151.0,18.20439975,51.0,5.0909090909091,95.225235,9.370384,2.279,1.9072,1.2145454545454546,0.44942,6.5225
1477,5.5,226.0,6.07141175,10.0,5.333333333333333,20.53109824682927,11.444633333333336,2.645,1.7544444444444445,0.9666666666666666,0.4983866666666667,0.75041
1478,6.3,58.0,12.902,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,3.958
1479,3.0,43.0,3.443996,7.4,3.2,14.610803,12.3734,2.5696000000000003,1.4580000000000002,0.642,0.6612240000000001,0.61167
1480,6.8,90.0,6.07141175,9.2,5.0,19.14036490625,11.26033125,2.786875,1.646875,0.8150000000000001,0.49425875,1.51619
1481,3.8,86.0,6.07141175,9.5,4.5,18.485977957625,11.510862500000002,2.77,1.7262499999999998,0.8959999999999999,0.59185,0.2061
1482,6.0,74.0,4.9043280000000005,14.333333333333336,5.333333333333333,30.645953666333327,11.95216,2.9266666666666663,1.626,0.8240000000000001,0.498666,0.68199
1483,3.8,43.0,0.49466,5.56,3.2,11.663548,12.41584,2.826,1.656,0.642,0.695602,0.44035
1484,5.0,136.0,9.014328,9.0,4.666666666666667,18.485977957625,12.041516666666665,2.8266666666666667,1.65,0.8116666666666665,0.4819691666666667,0.64563
1485,4.5,137.0,24.150564000000003,22.83333333333333,5.166666666666667,55.30459633333333,11.711716666666668,2.875,1.7166666666666668,0.9250000000000002,0.478705,3.78533
1486,6.3,202.0,9.773996,20.2,4.8,43.498522,10.9485,2.884,1.736,0.908,0.477854,4.49372
1487,3.0,116.0,37.0104575,48.5,4.5,114.97573,8.31996,2.24,2.015,1.239999999999998,0.4697149999999999,8.795
1488,3.8,46.0,9.133,20.5,4.0,46.9564675,11.1479375,2.115,1.765,0.945,0.4756775,2.94712
1489,6.0,122.0,14.091992,12.2,4.8,24.808518,11.17714,2.675,1.736,0.944,0.495736,0.93673
1490,6.0,90.0,5.203996,10.0,4.4,20.9941265318,10.73364,2.62,1.7880000000000005,0.914,0.4820359999999999,0.86614
1491,2.0,45.0,10.65,21.0,4.0,45.87725,9.512,2.045,1.913333333333333,1.16,0.4767116666666666,1.95335
1492,6.0,126.0,13.747992000000002,25.2,5.6,50.1811,11.33182,2.752,1.7380000000000002,0.936,0.474714,4.86552
1493,3.0,100.0,10.584328,10.0,4.5,20.325236749666672,12.041516666666665,2.8266666666666667,1.7616666666666667,0.9,0.4810716666666666,1.06583
1494,4.0,120.0,8.505991999999999,10.0,4.6,20.3920334,12.046624,2.5860000000000003,1.6310000000000002,0.96,0.499404,0.77561
1495,3.8,235.0,60.67400000000001,23.5,3.75,53.4902975,8.79744,2.4375,1.907,1.2145,0.4743239999999999,6.313
1496,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40528
1497,2.0,90.0,7.4428315,19.0,5.6,39.568056,9.1302,2.3080000000000003,1.905,1.12,0.475954,0.56215
1498,6.0,63.0,9.93196,12.5,4.8,24.789618,11.2603,2.8360000000000003,1.682,0.8959999999999999,0.491678,1.92725
1499,7.5,80.0,7.44274775,10.0,5.0,20.255278375,11.902975,2.79,1.7,0.895,0.495275,0.58006
1500,3.0,68.0,3.253996,13.2,4.8,29.525338,11.2603,2.675,1.875,0.905,0.48855,1.03213
1501,1.8,64.0,10.6,32.0,4.0,72.2365,9.695,1.98,1.88,1.265,0.448895,10.6
1502,2.0,202.0,21.830311,20.5,4.25,46.9564675,9.0872,2.2225,1.99,1.5,0.4628675,2.015
1503,6.8,72.0,6.697992,9.2,4.8,18.5863611398,11.33044,2.934,1.626,0.8480000000000001,0.499726,0.67383
1504,2.5,30.0,1.741332,10.0,4.0,20.255278375,8.12415,2.295,1.875,1.1,0.49897,0.67544
1505,5.5,96.0,15.43,48.0,4.0,111.34115,9.05335,2.295,2.045,1.36,0.42668,9.08
1506,2.5,236.18,24.574384,27.6,5.2,65.56541800000001,11.23408,2.8280000000000003,1.682,0.836,0.474714,3.1504
1507,2.0,95.0,15.593,50.0,5.6,117.386335,9.01375,2.352,2.064,1.4220000000000002,0.44736,7.316
1508,3.5,114.0,7.558488000000001,11.3,4.4,22.521871850000004,10.75912,2.572,1.794,0.965,0.49282,0.48629
1509,5.5,100.0,8.147992,10.0,4.8,20.2988926326,12.04083,2.755,1.656,0.946,0.492719,0.83076
1510,6.0,443.3,46.387964,13.855231410397018,4.521739130434782,29.43234407040704,10.960357142857143,2.7641586538461542,1.7778260869565217,0.8886538461538462,0.4829381217391305,1.51092
1511,5.8,80.0,5.686908,10.0,4.8,20.322035645125,11.68835,2.80875,1.6825,0.8925,0.4829699999999999,0.82082
1512,5.5,30.0,7.734660000000001,10.0,4.0,20.9940862215,11.026725,2.79,1.6725,0.8525,0.495275,1.7909
1513,5.5,128.0,13.747992000000002,12.8,4.8,26.385218,11.38168,2.81,1.7420000000000002,0.8699999999999999,0.49282,1.79607
1514,6.5,80.0,12.831992,13.833333333333336,4.666666666666667,27.44881366633333,9.5408,2.216666666666667,1.83,1.0599999999999998,0.4822649999999999,1.91369
1515,2.0,180.0,15.55,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.7965
1516,5.8,311.0,8.96849,14.809523809523812,4.714285714285714,32.24720142857142,11.4348,2.7352380952380955,1.711904761904762,0.8714285714285714,0.5114647619047619,1.96919
1517,2.5,100.0,7.4428315,10.0,4.8,20.3920334,12.0034,2.54,1.7420000000000002,0.98,0.49901,0.49568
1518,6.0,113.0,8.228992,11.6,4.8,23.231818,10.9485,2.644,1.682,0.914,0.4911100000000001,0.72489
1519,5.5,30.0,1.7428315,10.0,5.0,20.322035645125,11.50615,2.8525,1.705,0.88125,0.489795,0.8148
1520,6.3,116.0,11.35441075,23.0,4.5,48.7195,11.33182,2.545,1.88,0.8525,0.48273,2.16955
1521,4.0,92.0,7.900992,9.2,4.8,18.439538,12.30176,2.648,1.626,0.912,0.49512,0.924
1522,2.5,43.0,1.7428315,6.0,3.1,11.663548,12.3734,2.5660000000000003,1.4580000000000002,0.642,0.695602,0.40319
1523,5.3,100.0,8.228992,10.0,4.8,20.2988926326,11.17714,2.755,1.6705,0.889,0.4927189999999999,0.8229
1524,2.5,410.0,33.20565499999999,10.6,4.48,22.521871850000004,10.75912,2.5948,1.6407999999999998,0.8216,0.486658,1.99192
1525,5.5,136.0,9.014328,11.0,4.333333333333333,22.757818791666665,10.296858333333333,2.675,1.7250000000000003,0.9733333333333332,0.4881633333333333,1.92725
1526,6.3,76.0,26.092,15.2,4.4,31.937418,11.33182,2.799,1.7574999999999998,0.946,0.4862359999999999,2.22589
1527,5.5,93.0,9.014328,11.333333333333336,5.333333333333333,23.033434166666662,11.234699999999998,2.765833333333333,1.7333333333333334,0.9166666666666666,0.4747266666666667,0.75193
1528,1.5,459.0,37.007299,18.44444444444445,4.8,43.22643236074271,10.59066,2.5957936507936514,1.7796,0.945,0.5368794,4.45755
1529,6.0,128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,4.72
1530,2.5,228.0,24.150564000000003,28.5,5.2,67.9394,10.347,2.53,1.855,0.946,0.4673040000000001,3.26948
1531,2.3,74.0,14.055328,24.5,4.333333333333333,53.05033333333333,9.072366666666667,2.24,1.9,1.1800000000000002,0.4704,5.86433
1532,2.5,100.0,5.62148,10.0,5.0,20.9941265318,12.59399,2.295,1.825,0.965,0.4697149999999999,0.99413
1533,2.5,43.0,9.133,23.0,5.6,49.496,9.706,2.3080000000000003,1.9072,1.2,0.4756775,0.42774
1534,4.0,93.0,10.082327,7.75,4.333333333333333,15.57035849983333,12.8161,2.848333333333333,1.4466666666666663,0.6208333333333335,0.6497568000000001,0.49916
1535,3.8,36.0,1.7431599999999998,18.0,4.0,37.346215,11.79886,2.115,1.905,1.12,0.499514,0.7742
1536,6.0,90.0,11.874,19.33333333333333,5.333333333333333,39.987666666666655,11.824266666666665,2.865,1.65,0.8933333333333332,0.4878333333333333,1.96919
1537,6.5,156.0,24.587992000000003,14.555555555555555,4.4444444444444455,31.181557777777765,11.281455555555556,2.65611111111111,1.7255555555555555,0.914,0.4819755555555556,0.86162
1538,6.5,80.0,7.734660000000001,10.0,5.0,20.255278375,11.17714,2.79,1.7262499999999998,0.945,0.495736,0.96683
1539,5.8,92.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.63995,2.295,1.905,1.12,0.4767116666666666,1.79459
1540,4.0,80.0,5.230979499999999,10.0,5.333333333333333,20.528928166666667,13.161829166666667,2.875,1.6488,0.8216666666666665,0.6598700000000001,0.52225
1541,5.5,72.0,12.56632,12.5,4.875,24.50301875,11.1479375,2.87,1.7262499999999998,0.945,0.4840125000000001,1.2188
1542,1.5,30.0,2.073996,5.75,4.0,10.3225338,11.2603,2.7883333333333336,1.625,0.64,0.49954,0.13266
1543,2.0,144.0,22.185648,48.0,2.0,111.599515,9.08885,2.0200000000000005,1.904,1.4220000000000002,0.45825,5.50017
1544,6.0,166.0,11.35599,10.3,4.8,21.0615472413,10.78917,2.6870000000000003,1.7880000000000005,0.946,0.489272,0.92003
1545,6.8,242.0,17.623983999999997,12.3,4.75,24.50301875,11.107295,2.6625,1.765,0.8525,0.4927989999999999,0.8148
1546,6.8,86.0,9.473996,17.2,4.8,39.568056,11.1479375,2.757,1.7200000000000002,0.945,0.476095,0.8886
1547,2.9,296.0,23.912312,28.190476190476197,5.428571428571429,67.4408980952381,11.131014285714288,2.7776190476190474,1.7428571428571429,0.9142857142857144,0.4719685714285714,3.1504
1548,5.0,43.0,0.7088468,8.8,3.75,16.357790175,12.18425,2.7275,1.545,0.71,0.61443,0.62375
1549,5.5,132.0,13.612327000000002,22.0,4.333333333333333,50.61352,11.654066666666669,2.8816666666666664,1.7233333333333334,0.8933333333333332,0.4781783333333334,2.53683
1550,6.0,180.0,3.18390975,8.333333333333334,4.0,16.332807916666667,13.161829166666667,2.595,1.336666666666667,0.5283333333333333,0.7650095833333334,0.56731
1551,6.3,118.0,14.485992,11.6,4.8,24.085483,10.9485,2.752,1.6880000000000002,0.936,0.489272,1.182
1552,3.8,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.83,1.0599999999999998,0.4878333333333333,1.79216
1553,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.33182,2.33,1.88,1.106666666666667,0.4878333333333333,1.8288
1554,2.5,138.0,13.747992000000002,27.6,5.6,65.56541800000001,12.0863,2.8680000000000003,1.7200000000000002,0.8640000000000001,0.476196,2.6772
1555,3.0,30.0,2.3326640000000003,7.5,4.0,14.996859625,9.6571,2.115,1.495,0.71,0.49901,0.96683
1556,6.0,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.796,0.8800000000000001,0.4862359999999999,1.71759
1557,2.3,100.0,15.43,50.0,4.0,117.386335,9.01375,2.045,2.045,1.36,0.42668,7.66
1558,6.5,100.0,13.551332,10.0,4.0,20.2988926326,12.04083,2.755,1.6309999999999998,0.91,0.492719,1.54573
1559,2.0,128.0,8.337992,16.0,5.0,32.38773899975,11.61422,2.8480000000000003,1.656,0.8480000000000001,0.498984,0.6698
1560,1.8,127.0,13.747992000000002,31.0,4.5,70.92449475,8.71425,2.295,1.825,1.3,0.436875,2.015
1561,6.3,163.0,20.834,10.5,4.25,21.985986,10.993994000000002,2.6625,1.86625,0.94,0.4927989999999999,1.85225
1562,6.0,55.0,8.505991999999999,13.833333333333336,4.5,27.44881366633333,11.38168,2.8349999999999995,1.75,0.9,0.4820359999999999,2.78022
1563,5.5,50.0,4.243996,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.498454,0.82121
1564,2.5,36.0,8.892328,18.0,4.0,37.346215,12.16093333333333,2.295,1.875,1.12,0.474714,1.56776
1565,2.0,122.0,13.512992,22.8,5.6,49.496,10.13144,2.352,1.8200000000000005,1.104,0.4789899999999999,2.16838
1566,5.5,20.0,0.973995,10.0,4.0,20.0468,10.0743,2.295,1.875,1.12,0.49897,0.82565
1567,7.0,190.0,16.601327999999995,9.565217391304348,4.782608695652174,18.5863611398,10.98881304347826,2.7313043478260868,1.6310000000000002,0.8597826086956522,0.491593043478261,0.53649
1568,2.3,96.0,15.55,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.775
1569,1.8,30.0,7.441332000000001,12.0,4.0,24.50301875,12.0278,2.825,1.7575,0.8959999999999999,0.49907,1.79216
1570,6.0,50.0,3.253996,10.0,4.8,20.3920334,11.909720000000002,2.805,1.656,0.8480000000000001,0.49512,0.82753
1571,4.3,180.0,14.7341515,9.5,4.0,18.78740068,11.70255,2.68,1.6310000000000002,0.7225,0.4930319999999999,1.06583
1572,2.0,100.0,10.0,10.0,4.0,20.9940862215,10.37,2.29,1.93,1.29,0.499,0.0
1573,2.5,235.0,17.205648,20.5,4.0,47.3154225304,11.6604875,2.545,1.904,1.2999999999999998,0.4775399999999999,3.17705
1574,4.0,126.0,13.044328,27.6,5.2,65.56541800000001,11.53093,2.68,1.592,0.7380000000000001,0.460005,2.01939
1575,6.0,126.0,9.93196,23.0,4.0,49.204038,9.65936,2.24,1.925,1.165,0.477015,4.937
1576,4.8,126.0,13.387328,21.0,4.666666666666667,47.98568666666667,11.408266666666668,2.7433333333333336,1.7616666666666667,0.9666666666666668,0.4836016666666667,2.95341
1577,5.5,198.0,15.78748,9.36,4.48,19.8565257,10.93895,2.6796,1.7880000000000005,0.936,0.491604,0.8117
1578,2.8,108.0,7.134331999999999,10.8,5.6,21.9893120372,11.61422,2.884,1.736,0.944,0.467568,0.83154
1579,1.5,100.0,15.43,50.0,4.0,117.386335,8.897,2.24,2.045,1.36,0.42668,7.862
1580,3.5,126.0,13.477328,23.0,4.0,49.224449375000006,9.8771,2.25375,1.86625,1.1275,0.4756775,3.958
1581,3.0,96.0,1.0252495,12.0,4.0,24.50301875,10.39875,2.295,1.825,1.12,0.4927989999999999,1.02525
1582,2.5,74.0,9.133,24.0,4.0,53.4902975,9.6769,2.045,1.925,1.12,0.4789899999999999,4.57578
1583,3.5,585.0,127.513962,28.35897435897436,4.717948717948718,65.20751384615384,10.598482068206822,2.5630769230769235,1.823589743589744,1.0174358974358977,0.4984774358974359,6.31755
1584,2.5,58.0,3.883996,5.6,4.8,11.99055965,12.04083,2.58,1.592,0.7880000000000001,0.49907,0.57888
1585,4.0,110.0,3.555328,4.666666666666667,3.2,8.773226666666666,13.51252,2.3816666666666664,1.41,0.5053333333333333,0.7623686666666668,0.38903
1586,1.5,472.0,30.151002,6.986506746626687,3.1627906976744184,13.953168815592203,12.20731544227886,2.6662668665667164,1.3967441860465115,0.6923538230884557,0.6448159070464768,0.5043
1587,6.0,62.0,6.07141175,9.92,4.4,18.5465357192,11.509916,2.675,1.656,0.948,0.4927989999999999,0.80362
1588,1.5,4.0,1.741332,4.0,3.5,9.5596846,8.79744,2.295,2.045,1.36,0.42668,0.0
1589,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045,0.0,0.0,0.0,0.13266
1590,5.5,258.0,14.632,12.8,4.4,24.556188775,10.73364,2.8280000000000003,1.7020000000000004,0.928,0.4927189999999999,1.79459
1591,3.8,56.0,4.243996,11.3,4.4,24.789618,12.59399,2.572,1.794,0.965,0.475954,0.4966
1592,5.5,80.0,7.734660000000001,10.0,4.8,20.255278375,11.026725,2.81,1.6725,0.8525,0.49282,0.75249
1593,3.8,46.0,8.885992,21.0,4.0,45.87725,12.18425,2.545,1.72,0.945,0.47907,3.89105
1594,6.0,202.0,22.34596,20.2,4.833333333333333,43.498522,11.241433333333331,2.9599999999999995,1.6310000000000002,0.9016666666666668,0.474714,4.52989
1595,4.3,108.0,7.876747749999999,10.5,3.75,21.985986,11.6604875,2.67125,1.5975,0.895,0.611805,0.53275
1596,2.8,60.0,3.253996,6.0,4.8,12.0096,12.04083,2.774,1.654,0.774,0.499726,0.65972
1597,2.5,127.0,26.092,31.5,4.0,90.2267,9.6769,1.985,1.99,1.265,0.447985,6.675
1598,6.0,98.0,9.143996,9.2,4.8,19.8565257,10.9485,2.766,1.6980000000000002,0.866,0.4960699999999999,0.74511
1599,5.5,246.0,23.576975,11.3,4.125,23.5326072,10.91354375,2.6362499999999995,1.86625,0.94,0.4931925,0.76025
1600,6.0,128.0,21.575328,24.0,4.666666666666667,53.441338,9.138583333333331,2.248333333333333,1.8966666666666667,1.1983333333333337,0.4663883333333334,4.01089
1601,2.5,43.0,7.4428315,6.0,3.2,11.663548,12.41584,2.518,1.394,0.6639999999999999,0.695602,0.68417
1602,3.8,38.0,8.903332,23.0,4.0,48.7195,9.6769,2.115,1.905,1.12,0.47888,4.72
1603,3.0,74.0,15.593,24.5,5.2,53.441338,9.1302,2.3080000000000003,1.908,1.224,0.467568,5.54914
1604,2.5,106.0,11.354575,24.33333333333333,5.333333333333333,55.64164,11.877633333333335,2.8349999999999995,1.721666666666667,0.8341666666666666,0.4736966666666666,3.1504
1605,2.5,220.0,24.574384,27.6,5.2,65.56541800000001,10.75912,2.8280000000000003,1.7420000000000002,0.914,0.4673040000000001,3.52219
1606,6.0,92.0,7.134331999999999,9.2,4.8,18.439538,11.33044,2.7060000000000004,1.798,0.946,0.4991960000000001,0.79244
1607,5.3,132.0,13.387328,13.333333333333336,4.4444444444444455,27.95135333333333,11.371833333333337,2.115,1.905,0.9822222222222222,0.4831422222222222,1.24952
1608,5.8,58.0,11.874,18.0,4.666666666666667,39.987666666666655,11.290033333333335,2.73,1.75,0.9733333333333332,0.491678,2.41982
1609,2.5,30.0,2.70324725,6.0,3.2,11.663548,12.41584,2.766,1.394,0.6639999999999999,0.5982450000000001,0.70884
1610,6.0,64.0,8.147992,12.8,4.8,26.385218,11.46526,2.81,1.7420000000000002,0.8699999999999999,0.49282,1.27179
1611,6.3,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,3.958
1612,3.8,43.0,0.7853950000000001,7.4,4.0,14.610803,12.0034,2.68,1.598,0.974,0.6497568000000001,0.78135
1613,7.0,166.0,11.351332,12.1,4.333333333333333,25.810252958458328,10.686195833333334,2.58625,1.7041666666666666,0.9266666666666667,0.4909011111111112,1.16243
1614,4.0,40.0,1.7401675,4.666666666666667,3.2,8.773226666666666,13.51252,1.903333333333333,1.31,0.5053333333333333,0.7450291666666667,0.13266
1615,5.5,20.0,9.133,10.0,4.0,20.0468,9.8771,2.225,1.905,1.12,0.49897,1.0608
1616,3.8,106.0,15.9651515,15.714285714285715,4.285714285714286,32.24720142857142,9.0611,2.225714285714285,1.7328571428571429,0.8871428571428571,0.48897,1.92091
1617,5.5,52.0,4.243996,10.8,4.8,21.593638,10.13144,2.352,1.9072,0.904,0.49282,0.85549
1618,3.0,214.0,26.745328000000004,18.666666666666668,4.666666666666667,41.07402,10.75912,2.308333333333333,1.908,1.1366666666666667,0.4767116666666666,1.20466
1619,6.8,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.675,1.6309999999999998,0.91,0.492719,0.67544
1620,2.5,96.0,11.351332,48.5,3.5,108.295515,8.71425,2.24,1.89,1.245,0.447885,0.34857
1621,3.0,134.0,13.35,22.0,5.0,49.496,10.347,2.115,1.905,1.12,0.4776649999999999,2.2928
1622,4.5,266.0,22.34596,13.442914260328743,4.468950749464668,27.922168369613512,11.506004567307691,2.7472355769230763,1.6463942307692312,0.8016826923076923,0.5449716105769232,2.6772
1623,6.0,122.0,14.485992,12.2,4.8,24.808518,11.43734,2.81,1.732,0.91,0.491604,1.182
1624,6.0,126.0,20.415992000000006,12.6,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,2.06989
1625,1.5,4.0,0.13439975,4.0,2.0,8.773226666666666,9.01375,2.295,2.045,1.36,0.42668,0.0
1626,2.0,128.0,24.574384,24.4,4.4,58.30341800000001,11.28095,2.279,1.93,1.1800000000000002,0.476095,2.78022
1627,2.5,30.0,2.008328,7.5,4.0,14.996859625,13.040525,2.625,1.31,0.642,0.7623686666666668,0.52548
1628,1.8,64.0,10.207996,32.0,4.0,72.2365,9.706,2.225,1.907,1.2145,0.4628675,5.10922
1629,8.0,242.0,38.191,12.5,4.8,24.789618,11.28095,2.81,1.711,0.92,0.4927989999999999,1.17448
1630,6.0,58.0,4.9568275,11.6,4.4,24.033618,11.2287,2.694,1.7020000000000004,0.928,0.492719,0.487
1631,6.0,60.0,9.44,12.0,4.8,25.408218,10.565180000000002,2.44,1.648,0.8800000000000001,0.4927359999999999,1.1521
1632,5.5,347.0,30.841971,10.84375,4.625,22.17770095,10.8425375,2.6318749999999995,1.748125,0.94625,0.493379375,0.49568
1633,3.5,235.0,17.623983999999997,9.2,4.4,18.439538,11.64556,2.6796,1.6994,0.827,0.5570996000000001,0.68424
1634,6.0,252.0,34.058654,31.5,4.7,74.71870600000003,10.9485,2.721,1.6880000000000002,0.946,0.47907,4.86552
1635,6.0,66.0,17.641328,30.66666666666667,4.0,68.56273,9.159866666666668,1.9666666666666663,1.89,1.1933333333333334,0.4463566666666667,3.72067
1636,3.8,475.0,36.2474575,9.5,4.166666666666667,20.087605124166668,11.857833333333335,2.815,1.7041666666666666,0.8341666666666666,0.5170564583333334,0.50181
1637,7.5,100.0,7.558488,10.0,4.8,20.2988926326,12.04083,2.757,1.6309999999999998,0.91,0.49901,0.77755
1638,2.8,202.0,22.707,20.2,4.8,47.3154225304,10.75912,2.774,1.714,0.958,0.4673040000000001,3.78533
1639,5.5,90.0,7.441332000000001,44.0,3.1,108.295515,8.79744,2.295,2.045,1.36,0.476196,0.24687
1640,6.3,96.0,12.286996,12.5,4.5,26.385218,11.70255,2.81,1.6725,0.8525,0.48273,1.26278
1641,3.8,74.0,4.9568275,9.2,4.8,18.01515585,11.79886,2.8280000000000003,1.626,0.836,0.49425875,0.62515
1642,6.0,113.0,11.463996000000002,11.0,4.0,23.099694928,10.0743,2.675,1.6309999999999998,0.965,0.4941109999999999,1.7909
1643,3.5,108.0,5.203996,9.2,4.8,18.439538,11.79886,2.648,1.626,0.8480000000000001,0.498454,0.78834
1644,3.5,76.0,13.385996,15.6,4.8,33.739258,11.82426,2.774,1.682,0.8959999999999999,0.478464,1.8688
1645,6.8,100.0,7.900992,10.0,4.8,20.2988926326,11.777640000000002,2.829,1.6880000000000002,0.8370000000000001,0.4927189999999999,1.70155
1646,5.0,105.0,8.861328,14.333333333333336,5.166666666666667,30.645953666333327,11.444633333333336,2.861666666666667,1.7166666666666668,0.9333333333333332,0.4830516666666667,0.86102
1647,6.0,78.0,9.683996,15.6,4.8,34.72421799999999,11.14446,2.684,1.732,0.9,0.4820359999999999,1.86581
1648,2.5,198.0,13.385996,23.6,5.6,48.7195,10.347,2.3680000000000003,1.9072,1.04,0.467568,4.49372
1649,3.8,96.0,15.751995999999998,24.0,4.0,45.87725,9.1985,2.24,1.905,1.2,0.4628675,5.67675
1650,6.0,30.0,4.073996,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.89676
1651,5.8,20.0,1.7401675,10.0,4.833333333333333,20.02735333333333,11.795966666666668,2.953333333333333,1.711666666666667,0.9016666666666668,0.4987149999999999,0.74322
1652,5.5,90.0,7.441332000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,1.02048
1653,2.5,128.0,0.558488000000001,6.0,4.8,11.663548,12.41584,2.5660000000000003,1.598,0.642,0.6497568000000001,0.52252
1654,2.5,144.0,22.80313,48.5,4.5,108.295515,8.932974999999997,1.96,2.0975,1.37,0.4315125,7.316
1655,5.5,46.0,9.133,11.6,4.0,24.808518,9.8771,2.675,1.765,0.905,0.48855,1.61291
1656,6.0,86.0,7.957992,14.333333333333336,5.666666666666668,30.55068666666667,11.543,2.8316666666666666,1.7166666666666668,0.8933333333333332,0.48273,1.68467
